candidate_id,stage,stage_date
C01097,Rejected,2025-07-03
C01098,Applied,2024-10-18
C01098,Rejected,2024-10-19
C01099,Applied,2024-02-21
C01099,HR Interview,2024-02-23
C01099,Rejected,2024-03-01
C01100,Applied,2024-01-10
C01100,Rejected,2024-01-14
C01101,Applied,2025-10-22
C01101,HR Interview,2025-10-26
C01101,Rejected,2025-10-27
C01102,Applied,2024-06-16
C01102,HR Interview,2024-06-21
C01102,Tech Interview,2024-06-24
C01102,Offer,2024-07-07
C01102,Rejected,2024-07-12
C01103,Applied,2024-11-25
C01103,HR Interview,2024-12-02
C01103,Tech Interview,2024-12-09
C01103,Offer,2024-12-14
C01103,Hired,2024-12-23
C01104,Applied,2024-12-26
C01104,Rejected,2024-12-27
C01105,Applied,2025-10-21
C01105,Rejected,2025-10-22
C01106,Applied,2024-10-20
C01106,Rejected,2024-10-26
C01107,Applied,2024-11-12
C01107,HR Interview,2024-11-15
C01107,Tech Interview,2024-11-29
C01107,Rejected,2024-12-02
C01108,Applied,2024-11-13
C01108,HR Interview,2024-11-17
C01108,Tech Interview,2024-11-21
C01108,Offer,2024-12-12
C01108,Hired,2024-12-18
C01109,Applied,2024-09-23
C01109,Rejected,2024-09-26
C01110,Applied,2025-01-24
C01110,Rejected,2025-01-28
C01111,Applied,2024-02-05
C01111,Rejected,2024-02-07
C01112,Applied,2024-01-05
C01112,HR Interview,2024-01-08
C01112,Tech Interview,2024-01-19
C01112,Offer,2024-02-02
C01112,Rejected,2024-02-04
C01113,Applied,2024-10-02
C01113,HR Interview,2024-10-09
C01113,Rejected,2024-10-12
C01114,Applied,2025-08-31
C01114,Rejected,2025-09-01
C01115,Applied,2024-01-25
C01115,Rejected,2024-01-26
C01116,Applied,2024-02-17
C01116,HR Interview,2024-02-22
C01116,Tech Interview,2024-02-26
C01116,Offer,2024-03-14
C01116,Hired,2024-03-21
C01117,Applied,2024-01-14
C01117,HR Interview,2024-01-17
C01117,Tech Interview,2024-01-25
C01117,Rejected,2024-01-27
C01118,Applied,2024-10-29
C01118,HR Interview,2024-11-07
C01118,Tech Interview,2024-11-10
C01118,Rejected,2024-11-15
C01119,Applied,2024-06-03
C01119,HR Interview,2024-06-09
C01119,Rejected,2024-06-15
C01120,Applied,2024-05-18
C01120,Rejected,2024-05-19
C01121,Applied,2025-09-22
C01121,Rejected,2025-09-23
C01122,Applied,2024-12-16
C01122,HR Interview,2024-12-21
C01122,Tech Interview,2024-12-27
C01122,Rejected,2024-12-28
C01123,Applied,2025-03-03
C01123,Rejected,2025-03-04
C01124,Applied,2024-01-03
C01124,Rejected,2024-01-04
C01125,Applied,2024-01-18
C01125,HR Interview,2024-01-21
C01125,Rejected,2024-01-23
C01126,Applied,2025-09-19
C01126,HR Interview,2025-09-22
C01126,Tech Interview,2025-09-29
C01126,Rejected,2025-09-30
C01127,Applied,2024-07-31
C01127,HR Interview,2024-08-05
C01127,Tech Interview,2024-08-13
C01127,Offer,2024-08-23
C01127,Hired,2024-08-25
C01128,Applied,2024-09-22
C01128,HR Interview,2024-09-30
C01128,Tech Interview,2024-10-05
C01128,Offer,2024-10-15
C01128,Rejected,2024-10-19
C01129,Applied,2024-04-19
C01129,Rejected,2024-04-20
C01130,Applied,2025-03-03
C01130,HR Interview,2025-03-09
C01130,Rejected,2025-03-13
C01131,Applied,2024-01-22
C01131,HR Interview,2024-01-27
C01131,Rejected,2024-01-31
C01132,Applied,2024-06-15
C01132,HR Interview,2024-06-23
C01132,Rejected,2024-06-24
C01133,Applied,2025-04-22
C01133,Rejected,2025-04-24
C01134,Applied,2024-01-14
C01134,HR Interview,2024-01-22
C01134,Rejected,2024-01-26
C01135,Applied,2025-10-24
C01135,HR Interview,2025-10-30
C01135,Tech Interview,2025-11-10
C01135,Offer,2025-11-21
C01135,Rejected,2025-11-22
C01136,Applied,2024-09-27
C01136,HR Interview,2024-09-30
C01136,Rejected,2024-10-03
C01137,Applied,2024-09-24
C01137,HR Interview,2024-09-29
C01137,Rejected,2024-10-01
C01138,Applied,2024-12-25
C01138,HR Interview,2024-12-30
C01138,Rejected,2025-01-02
C01139,Applied,2025-03-04
C01139,Rejected,2025-03-06
C01140,Applied,2024-11-03
C01140,Rejected,2024-11-07
C01141,Applied,2025-08-15
C01141,HR Interview,2025-08-21
C01141,Tech Interview,2025-08-29
C01141,Offer,2025-09-07
C01141,Rejected,2025-09-12
C01142,Applied,2024-10-20
C01142,Rejected,2024-10-21
C01143,Applied,2024-05-14
C01143,Rejected,2024-05-15
C01144,Applied,2025-04-18
C01144,Rejected,2025-04-19
C01145,Applied,2024-07-20
C01145,HR Interview,2024-07-24
C01145,Tech Interview,2024-07-30
C01145,Offer,2024-08-08
C01145,Rejected,2024-08-16
C01146,Applied,2024-09-14
C01146,HR Interview,2024-09-17
C01146,Rejected,2024-09-18
C01147,Applied,2024-06-18
C01147,HR Interview,2024-06-26
C01147,Tech Interview,2024-07-04
C01147,Rejected,2024-07-08
C01148,Applied,2024-07-16
C01148,HR Interview,2024-07-18
C01148,Tech Interview,2024-07-25
C01148,Offer,2024-07-28
C01148,Rejected,2024-08-02
C01149,Applied,2025-04-23
C01149,Rejected,2025-04-27
C01150,Applied,2025-10-15
C01150,HR Interview,2025-10-23
C01150,Rejected,2025-10-26
C01151,Applied,2024-03-27
C01151,HR Interview,2024-04-03
C01151,Tech Interview,2024-04-15
C01151,Offer,2024-04-24
C01151,Rejected,2024-04-29
C01152,Applied,2025-01-07
C01152,HR Interview,2025-01-13
C01152,Rejected,2025-01-16
C01153,Applied,2024-08-19
C01153,HR Interview,2024-08-25
C01153,Rejected,2024-08-27
C01154,Applied,2025-02-13
C01154,HR Interview,2025-02-16
C01154,Tech Interview,2025-02-20
C01154,Offer,2025-03-06
C01154,Rejected,2025-03-10
C01155,Applied,2025-01-08
C01155,Rejected,2025-01-12
C01156,Applied,2025-10-22
C01156,HR Interview,2025-10-30
C01156,Tech Interview,2025-11-08
C01156,Offer,2025-11-09
C01156,Hired,2025-11-13
C01157,Applied,2025-09-17
C01157,Rejected,2025-09-19
C01158,Applied,2025-03-14
C01158,Rejected,2025-03-17
C01159,Applied,2025-03-31
C01159,Rejected,2025-04-01
C01160,Applied,2025-08-25
C01160,HR Interview,2025-08-29
C01160,Tech Interview,2025-09-09
C01160,Offer,2025-09-20
C01160,Hired,2025-09-23
C01161,Applied,2024-05-02
C01161,HR Interview,2024-05-07
C01161,Tech Interview,2024-05-14
C01161,Offer,2024-05-21
C01161,Rejected,2024-05-29
C01162,Applied,2024-09-17
C01162,HR Interview,2024-09-20
C01162,Rejected,2024-09-21
C01163,Applied,2024-10-22
C01163,HR Interview,2024-10-28
C01163,Rejected,2024-10-30
C01164,Applied,2024-03-26
C01164,HR Interview,2024-03-31
C01164,Tech Interview,2024-04-08
C01164,Offer,2024-04-24
C01164,Hired,2024-04-29
C01165,Applied,2025-08-13
C01165,Rejected,2025-08-15
C01166,Applied,2025-04-13
C01166,HR Interview,2025-04-14
C01166,Tech Interview,2025-04-23
C01166,Offer,2025-05-06
C01166,Hired,2025-05-15
C01167,Applied,2024-08-20
C01167,HR Interview,2024-08-26
C01167,Tech Interview,2024-09-05
C01167,Offer,2024-09-16
C01167,Rejected,2024-09-20
C01168,Applied,2024-11-20
C01168,HR Interview,2024-11-26
C01168,Rejected,2024-11-29
C01169,Applied,2024-11-24
C01169,HR Interview,2024-12-01
C01169,Tech Interview,2024-12-14
C01169,Rejected,2024-12-18
C01170,Applied,2025-09-07
C01170,HR Interview,2025-09-15
C01170,Tech Interview,2025-09-17
C01170,Offer,2025-09-30
C01170,Rejected,2025-10-03
C01171,Applied,2025-09-07
C01171,Rejected,2025-09-09
C01172,Applied,2025-06-24
C01172,Rejected,2025-06-25
C01173,Applied,2025-09-09
C01173,HR Interview,2025-09-14
C01173,Tech Interview,2025-09-16
C01173,Offer,2025-10-02
C01173,Hired,2025-10-08
C01174,Applied,2024-03-10
C01174,HR Interview,2024-03-17
C01174,Rejected,2024-03-20
C01175,Applied,2025-09-04
C01175,HR Interview,2025-09-09
C01175,Tech Interview,2025-09-22
C01175,Offer,2025-10-05
C01175,Rejected,2025-10-06
C01176,Applied,2024-03-30
C01176,HR Interview,2024-03-31
C01176,Tech Interview,2024-04-07
C01176,Rejected,2024-04-12
C01177,Applied,2024-04-21
C01177,HR Interview,2024-04-27
C01177,Tech Interview,2024-05-01
C01177,Offer,2024-05-10
C01177,Rejected,2024-05-11
C01178,Applied,2024-02-16
C01178,Rejected,2024-02-17
C01179,Applied,2025-09-12
C01179,HR Interview,2025-09-17
C01179,Tech Interview,2025-09-23
C01179,Offer,2025-10-07
C01179,Rejected,2025-10-10
C01180,Applied,2024-11-26
C01180,HR Interview,2024-11-29
C01180,Rejected,2024-11-30
C01181,Applied,2024-10-06
C01181,Rejected,2024-10-09
C01182,Applied,2024-02-24
C01182,HR Interview,2024-02-28
C01182,Tech Interview,2024-03-10
C01182,Offer,2024-03-19
C01182,Hired,2024-03-25
C01183,Applied,2024-10-03
C01183,HR Interview,2024-10-10
C01183,Rejected,2024-10-12
C01184,Applied,2024-01-10
C01184,Rejected,2024-01-12
C01185,Applied,2025-10-28
C01185,Rejected,2025-10-31
C01186,Applied,2025-01-05
C01186,HR Interview,2025-01-12
C01186,Tech Interview,2025-01-23
C01186,Rejected,2025-01-26
C01187,Applied,2024-09-10
C01187,Rejected,2024-09-11
C01188,Applied,2025-10-09
C01188,HR Interview,2025-10-16
C01188,Rejected,2025-10-19
C01189,Applied,2025-08-27
C01189,HR Interview,2025-09-02
C01189,Tech Interview,2025-09-07
C01189,Offer,2025-09-13
C01189,Rejected,2025-09-22
C01190,Applied,2024-07-06
C01190,Rejected,2024-07-08
C01191,Applied,2025-10-26
C01191,HR Interview,2025-11-02
C01191,Tech Interview,2025-11-06
C01191,Offer,2025-11-22
C01191,Rejected,2025-11-26
C01192,Applied,2024-12-13
C01192,HR Interview,2024-12-18
C01192,Tech Interview,2024-12-25
C01192,Offer,2025-01-07
C01192,Rejected,2025-01-08
C01193,Applied,2025-09-15
C01193,HR Interview,2025-09-24
C01193,Rejected,2025-09-27
C01194,Applied,2024-03-19
C01194,Rejected,2024-03-20
C01195,Applied,2024-03-06
C01195,HR Interview,2024-03-10
C01195,Tech Interview,2024-03-22
C01195,Rejected,2024-03-25
C01196,Applied,2025-08-15
C01196,HR Interview,2025-08-17
C01196,Rejected,2025-08-18
C01197,Applied,2025-03-26
C01197,HR Interview,2025-03-29
C01197,Tech Interview,2025-04-02
C01197,Rejected,2025-04-09
C01198,Applied,2024-04-27
C01198,HR Interview,2024-05-05
C01198,Tech Interview,2024-05-13
C01198,Offer,2024-05-27
C01198,Hired,2024-06-06
C01199,Applied,2025-08-22
C01199,HR Interview,2025-08-30
C01199,Tech Interview,2025-09-06
C01199,Offer,2025-09-14
C01199,Rejected,2025-09-19
C01200,Applied,2024-09-12
C01200,HR Interview,2024-09-18
C01200,Rejected,2024-09-23
